Player,Age,Tm,MP,TRB,AST,STL,BLK,PTS,FGA,FG%,3PA,3P%,eFG%,FT%,TOV,PF,PER,TS%,USG%,VORP,WS,TRB%,AST%,STL%,BLK%,TOV%,WS/48,BPM,Year,box,W/L%,playoffs,seed,Share,Rank,got_votes,is_mvp,gp_pct,point_lead_count_wins,rebound_lead_count_wins,assist_lead_count_wins,point_lead_count_losses,rebound_lead_count_losses,assist_lead_count_losses,point_lead_count_total,rebound_lead_count_total,assist_lead_count_total,pra,total_pra,total_prank,pra_rank
J.R. Smith,30,CLE,30.7,2.8,1.7,1.1,0.3,12.4,11.0,0.4,6.6,0.4,0.5,0.6,0.8,2.6,12.4,0.5,18.0,2.0,5.5,5.2,8.5,1.8,0.7,6.3,0.1,1.3,2016,5.9,0.7,1,1,0.0,,0,0,0.9,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,4.0,3990.0,3932.0
Marcus Smart,21,BOS,27.3,4.2,3.0,1.5,0.3,9.1,8.7,0.3,4.0,0.3,0.4,0.8,1.3,3.0,11.3,0.5,17.4,1.1,2.9,8.1,15.8,2.7,0.8,11.7,0.1,0.7,2016,9.0,0.6,1,5,0.0,,0,0,0.7,3.0,3.0,3.0,3.0,0.0,1.0,6.0,4.0,3.0,9.0,14.0,2354.5,2207.0
Victor Oladipo,23,ORL,33.0,4.8,3.9,1.6,0.8,16.0,13.5,0.4,3.9,0.3,0.5,0.8,2.1,2.4,16.7,0.5,22.9,2.3,4.9,8.0,18.6,2.4,1.9,12.4,0.1,1.8,2016,11.1,0.4,0,11,0.0,,0,0,0.9,4.0,1.0,5.0,15.0,5.0,8.0,19.0,13.0,6.0,10.0,45.0,1003.5,2045.0
Kevin Love,27,CLE,31.5,9.9,2.4,0.8,0.5,16.0,12.7,0.4,5.7,0.4,0.5,0.8,1.8,2.1,19.0,0.6,23.4,2.8,8.5,17.8,12.2,1.2,1.4,11.3,0.2,2.5,2016,13.6,0.7,1,1,0.0,,0,0,0.9,7.0,26.0,2.0,1.0,13.0,1.0,8.0,3.0,39.0,35.0,14.0,2354.5,527.0
Ian Mahinmi,29,IND,25.6,7.1,1.5,0.9,1.1,9.3,6.3,0.6,0.0,,0.6,0.6,1.4,3.1,16.6,0.6,15.7,2.0,6.2,15.3,8.9,1.8,3.3,15.5,0.2,2.4,2016,10.6,0.5,1,7,0.0,,0,0,0.9,1.0,12.0,0.0,0.0,9.0,0.0,1.0,0.0,21.0,13.0,1.0,5511.0,1707.0
Wesley Matthews,29,DAL,33.9,3.1,1.9,1.0,0.2,12.5,10.9,0.4,6.7,0.4,0.5,0.9,1.0,2.3,10.9,0.5,17.2,1.6,3.7,4.9,8.9,1.5,0.5,7.8,0.1,0.5,2016,6.2,0.5,1,6,0.0,,0,0,1.0,4.0,0.0,2.0,4.0,0.0,0.0,8.0,2.0,0.0,6.0,12.0,2532.5,2844.5
O.J. Mayo,28,MIL,26.6,2.6,2.9,1.2,0.2,7.8,7.8,0.4,4.0,0.3,0.5,0.8,1.8,3.1,7.7,0.5,17.0,-0.4,-0.1,5.5,15.8,2.2,0.6,17.5,-0.0,-3.5,2016,6.9,0.4,0,12,0.0,,0,0,0.5,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,5.0,3692.0,4486.5
CJ McCollum,24,POR,34.8,3.2,4.3,1.2,0.3,20.8,17.9,0.4,5.9,0.4,0.5,0.8,2.5,2.3,17.7,0.5,27.1,1.7,6.0,5.0,21.6,1.7,0.6,11.4,0.1,0.4,2016,9.0,0.5,1,5,0.0,,0,0,1.0,13.0,1.0,10.0,8.0,0.0,6.0,21.0,16.0,1.0,24.0,53.0,845.5,908.5
Khris Middleton,24,MIL,36.1,3.8,4.2,1.7,0.2,18.2,14.5,0.4,4.6,0.4,0.5,0.9,2.3,2.6,16.8,0.6,23.0,1.9,6.1,6.0,18.9,2.3,0.6,12.3,0.1,0.6,2016,9.9,0.4,0,12,0.0,,0,0,1.0,11.0,2.0,8.0,15.0,0.0,9.0,26.0,17.0,2.0,21.0,60.0,737.0,1086.0
Paul Millsap,30,ATL,32.7,9.0,3.3,1.8,1.7,17.1,13.2,0.5,2.9,0.3,0.5,0.8,2.4,2.9,21.3,0.6,24.3,4.9,10.1,15.1,16.4,2.7,4.1,13.3,0.2,5.3,2016,15.8,0.6,1,4,0.0,,0,0,1.0,15.0,28.0,4.0,15.0,19.0,3.0,30.0,7.0,47.0,47.0,44.0,1032.5,296.0
Greg Monroe,25,MIL,29.3,8.8,2.3,0.9,0.8,15.3,11.9,0.5,0.0,0.0,0.5,0.7,1.6,2.1,21.8,0.6,23.5,2.1,7.5,17.2,13.2,1.6,2.5,10.7,0.2,1.5,2016,12.8,0.4,0,12,0.0,,0,0,1.0,6.0,15.0,0.0,9.0,25.0,3.0,15.0,3.0,40.0,21.0,21.0,1877.0,1086.0
Marcus Morris,26,DET,35.7,5.1,2.5,0.8,0.3,14.1,11.8,0.4,3.7,0.4,0.5,0.7,1.8,2.1,12.7,0.5,18.4,2.0,5.4,7.7,11.0,1.2,0.6,11.6,0.1,0.7,2016,8.7,0.5,1,8,0.0,,0,0,1.0,5.0,1.0,2.0,5.0,0.0,3.0,10.0,5.0,1.0,8.0,20.0,1939.0,2394.5
Emmanuel Mudiay,19,DEN,30.4,3.4,5.5,1.0,0.5,12.8,13.3,0.4,3.4,0.3,0.4,0.7,3.2,2.1,9.9,0.4,25.7,-1.2,-2.1,6.2,29.0,1.6,1.4,17.9,-0.0,-4.3,2016,10.4,0.4,0,11,0.0,,0,0,0.8,2.0,1.0,14.0,4.0,0.0,19.0,6.0,33.0,1.0,17.0,72.0,585.5,1377.0
Jameer Nelson,33,DEN,26.6,2.9,4.9,0.6,0.1,7.7,7.9,0.4,3.7,0.3,0.4,0.9,1.7,2.6,9.5,0.5,16.4,-0.3,0.5,6.2,27.3,1.2,0.4,17.0,0.0,-3.1,2016,8.5,0.4,0,11,0.0,,0,0,0.5,0.0,0.0,2.0,0.0,0.0,13.0,0.0,15.0,0.0,2.0,30.0,1463.0,4486.5
Nerlens Noel,21,PHI,29.3,8.1,1.8,1.8,1.5,11.1,8.8,0.5,0.0,0.5,0.5,0.6,2.4,2.9,16.2,0.5,18.8,1.3,3.0,15.0,10.5,2.9,3.9,18.7,0.1,0.7,2016,13.2,0.1,0,15,0.0,,0,0,0.8,1.0,5.0,0.0,7.0,30.0,0.0,8.0,0.0,35.0,6.0,8.0,3073.0,2844.5
Dirk Nowitzki,37,DAL,31.5,6.5,1.8,0.7,0.7,18.3,14.8,0.4,4.6,0.4,0.5,0.9,1.1,2.1,19.0,0.6,25.5,1.7,6.8,11.4,10.1,1.1,1.8,6.4,0.1,0.9,2016,9.7,0.5,1,6,0.0,,0,0,0.9,11.0,3.0,0.0,12.0,3.0,0.0,23.0,0.0,6.0,14.0,23.0,1761.5,1608.0
Jahlil Okafor,20,PHI,30.0,7.0,1.2,0.4,1.2,17.5,14.7,0.5,0.1,0.2,0.5,0.7,2.3,2.6,17.1,0.5,27.3,-0.8,1.2,12.8,8.2,0.7,2.9,12.5,0.0,-4.1,2016,9.8,0.1,0,15,0.0,,0,0,0.6,3.0,2.0,0.0,23.0,11.0,0.0,26.0,0.0,13.0,5.0,26.0,1617.0,3132.0
Zaza Pachulia,31,DAL,26.4,9.4,1.7,0.8,0.3,8.6,6.2,0.5,0.0,0.0,0.5,0.8,1.6,2.4,16.2,0.6,16.2,1.7,6.0,19.7,9.7,1.6,0.9,16.8,0.1,1.4,2016,12.2,0.5,1,6,0.0,,0,0,0.9,1.0,23.0,0.0,1.0,22.0,1.0,2.0,1.0,45.0,24.0,4.0,3990.0,908.5
D'Angelo Russell,19,LAL,28.2,3.4,3.3,1.2,0.2,13.2,12.0,0.4,4.6,0.4,0.5,0.7,2.5,1.8,13.2,0.5,24.1,0.1,0.0,6.5,21.2,2.1,0.5,15.9,0.0,-1.8,2016,8.1,0.2,0,15,0.0,,0,0,1.0,2.0,0.0,1.0,9.0,2.0,20.0,11.0,21.0,2.0,3.0,53.0,845.5,3932.0
Jabari Parker,20,MIL,31.7,5.2,1.7,0.9,0.4,14.1,11.8,0.5,0.5,0.3,0.5,0.8,1.5,2.0,14.8,0.5,20.9,-0.2,3.6,9.4,8.9,1.5,1.0,10.4,0.1,-2.4,2016,8.2,0.4,0,12,0.0,,0,0,0.9,3.0,1.0,0.0,4.0,3.0,0.0,7.0,0.0,4.0,4.0,7.0,3239.0,3489.5
Tony Parker,33,SAS,27.5,2.4,5.3,0.8,0.2,11.9,9.9,0.5,0.9,0.4,0.5,0.8,1.8,1.6,16.2,0.5,21.2,1.0,5.8,5.1,29.1,1.4,0.4,14.3,0.1,0.1,2016,8.7,0.8,1,2,0.0,,0,0,0.9,6.0,0.0,29.0,2.0,0.0,5.0,8.0,34.0,0.0,35.0,76.0,539.5,527.0
Chandler Parsons,27,DAL,29.5,4.7,2.8,0.8,0.3,13.7,10.7,0.5,4.1,0.4,0.6,0.7,1.6,1.9,16.2,0.6,20.5,1.8,4.3,8.7,16.0,1.3,1.0,11.8,0.1,1.9,2016,8.6,0.5,1,6,0.0,,0,0,0.7,6.0,4.0,1.0,8.0,1.0,2.0,14.0,3.0,5.0,11.0,20.0,1939.0,1917.0
Patrick Patterson,26,TOR,25.6,4.3,1.2,0.7,0.4,6.9,6.2,0.4,3.7,0.4,0.5,0.9,0.8,1.6,10.6,0.5,12.9,1.5,3.6,9.7,7.1,1.4,1.3,11.3,0.1,1.0,2016,6.6,0.7,1,2,0.0,,0,0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,6409.0,6437.0
Elfrid Payton,21,ORL,29.4,3.6,6.4,1.2,0.3,10.7,10.0,0.4,1.3,0.3,0.5,0.6,2.4,2.2,13.9,0.5,20.4,0.4,2.2,6.7,32.8,2.1,0.8,17.9,0.1,-1.3,2016,11.5,0.4,0,11,0.0,,0,0,0.9,2.0,1.0,21.0,3.0,1.0,25.0,5.0,46.0,2.0,24.0,97.0,369.5,908.5
Mason Plumlee,25,POR,25.4,7.7,2.8,0.8,1.0,9.1,6.3,0.5,0.0,0.0,0.5,0.6,1.9,3.1,17.2,0.6,17.1,2.5,6.1,16.3,16.2,1.6,3.2,18.8,0.1,2.8,2016,12.3,0.5,1,5,0.0,,0,0,1.0,0.0,14.0,4.0,0.0,13.0,2.0,0.0,6.0,27.0,18.0,12.0,2532.5,1295.0
Otto Porter,22,WAS,30.3,5.2,1.6,1.4,0.4,11.6,9.6,0.5,3.6,0.4,0.5,0.8,0.9,2.2,14.5,0.6,16.2,2.2,5.6,9.6,7.9,2.2,1.1,8.3,0.1,1.8,2016,8.6,0.5,0,10,0.0,,0,0,0.9,2.0,2.0,0.0,4.0,4.0,0.0,6.0,0.0,6.0,4.0,6.0,3448.0,3489.5
Kristaps Porzingis,20,NYK,28.4,7.3,1.3,0.7,1.9,14.3,12.3,0.4,3.4,0.3,0.5,0.8,1.7,2.8,17.7,0.5,24.6,1.1,4.4,14.0,7.9,1.3,5.0,10.9,0.1,0.2,2016,11.2,0.4,0,13,0.0,,0,0,0.9,5.0,6.0,0.0,9.0,16.0,0.0,14.0,0.0,22.0,11.0,14.0,2354.5,1917.0
Julius Randle,21,LAL,28.2,10.2,1.8,0.7,0.4,11.3,10.3,0.4,0.4,0.3,0.4,0.7,1.8,3.0,13.9,0.5,21.2,-0.9,1.6,19.5,11.0,1.2,1.0,13.5,0.0,-3.6,2016,13.1,0.2,0,15,0.0,,0,0,1.0,0.0,13.0,3.0,7.0,51.0,4.0,7.0,7.0,64.0,16.0,21.0,1877.0,1451.5
Zach Randolph,34,MEM,29.6,7.8,2.1,0.6,0.2,15.3,13.3,0.5,0.4,0.2,0.5,0.8,1.5,2.1,18.3,0.5,24.6,0.6,4.3,15.0,12.9,1.1,0.6,9.5,0.1,-0.8,2016,10.7,0.5,1,7,0.0,,0,0,0.8,9.0,14.0,3.0,7.0,10.0,2.0,16.0,5.0,24.0,26.0,26.0,1617.0,820.0
J.J. Redick,31,LAC,28.0,1.9,1.4,0.6,0.1,16.3,11.7,0.5,5.6,0.5,0.6,0.9,1.0,1.8,17.5,0.6,22.6,1.5,6.7,3.6,8.6,1.0,0.2,7.4,0.2,0.8,2016,4.0,0.6,1,4,0.0,,0,0,0.9,8.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,8.0,12.0,2532.5,2394.5
Rajon Rondo,29,SAC,35.2,6.0,11.7,2.0,0.1,11.9,10.9,0.5,2.4,0.4,0.5,0.6,3.9,2.4,16.9,0.5,18.8,1.9,4.6,9.3,48.0,2.7,0.3,24.7,0.1,1.0,2016,19.8,0.4,0,10,0.0,,0,0,0.9,2.0,1.0,27.0,2.0,3.0,38.0,4.0,65.0,4.0,30.0,134.0,132.5,663.5
Derrick Rose,27,CHI,31.8,3.4,4.7,0.7,0.2,16.4,15.9,0.4,2.3,0.3,0.4,0.8,2.7,1.3,13.4,0.5,27.3,-0.7,0.4,5.6,25.5,1.1,0.5,13.4,0.0,-3.3,2016,9.0,0.5,0,9,0.0,,0,0,0.8,5.0,0.0,11.0,10.0,1.0,12.0,15.0,23.0,1.0,16.0,61.0,725.5,1451.5
Ricky Rubio,25,MIN,30.6,4.3,8.7,2.1,0.1,10.1,7.7,0.4,2.5,0.3,0.4,0.8,2.5,2.6,17.6,0.5,17.7,2.3,5.8,8.2,41.4,3.5,0.4,21.0,0.1,1.9,2016,15.2,0.4,0,13,0.0,,0,0,0.9,1.0,1.0,23.0,2.0,2.0,40.0,3.0,63.0,3.0,25.0,129.0,156.0,865.5
Nicolas Batum,29,CHO,31.0,4.8,5.5,1.0,0.4,11.6,10.2,0.4,4.3,0.3,0.5,0.8,2.0,1.1,14.4,0.5,18.3,1.7,3.5,8.4,26.2,1.6,1.0,15.6,0.1,1.4,2018,11.7,0.4,0,10,0.0,,0,0,0.8,2.0,3.0,11.0,2.0,1.0,16.0,4.0,27.0,4.0,16.0,58.0,769.5,1451.5
Kent Bazemore,28,ATL,27.5,3.8,3.5,1.5,0.7,12.9,10.4,0.4,4.2,0.4,0.5,0.8,2.4,2.3,14.5,0.5,22.5,1.1,2.2,7.7,20.1,2.7,2.2,17.0,0.1,0.4,2018,9.5,0.3,0,15,0.0,,0,0,0.8,3.0,0.0,2.0,9.0,0.0,6.0,12.0,8.0,0.0,5.0,28.0,1530.5,3132.0
Bradley Beal,24,WAS,36.3,4.4,4.5,1.2,0.4,22.6,18.1,0.5,6.5,0.4,0.5,0.8,2.6,2.0,18.4,0.6,27.6,2.7,6.9,6.9,21.0,1.6,1.1,11.5,0.1,1.7,2018,10.5,0.5,1,8,0.0,,0,0,1.0,24.0,2.0,9.0,21.0,2.0,6.0,45.0,15.0,4.0,35.0,75.0,549.5,527.0
Evan Fournier,26,ORL,31.5,3.1,3.6,0.9,0.1,14.7,13.1,0.4,5.7,0.3,0.5,0.8,2.0,2.9,11.6,0.5,22.2,0.0,2.4,5.2,17.8,1.4,0.4,12.2,0.0,-1.9,2019,7.7,0.5,0,9,0.0,,0,0,1.0,1.0,0.0,7.0,8.0,0.0,5.0,9.0,12.0,0.0,8.0,33.0,1358.5,2394.5
Aaron Gordon,23,ORL,33.6,7.4,3.6,0.7,0.7,15.9,13.5,0.4,4.5,0.3,0.5,0.7,2.1,2.3,14.9,0.5,22.2,1.7,4.5,11.8,16.5,1.0,1.8,12.1,0.1,0.5,2019,12.4,0.5,0,9,0.0,,0,0,0.9,8.0,3.0,3.0,5.0,7.0,10.0,13.0,13.0,10.0,14.0,39.0,1173.0,1608.0
Rudy Gobert,26,UTA,31.8,12.8,2.1,0.8,2.3,15.3,8.7,0.7,0.0,,0.7,0.6,1.6,2.8,24.1,0.7,17.6,5.7,13.5,21.8,10.1,1.3,5.8,12.3,0.3,6.8,2019,18.0,0.6,1,8,0.0,,0,0,1.0,3.0,32.0,1.0,1.0,24.0,2.0,4.0,3.0,56.0,36.0,10.0,2777.0,500.5
Shai Gilgeous-Alexander,20,LAC,25.6,2.7,2.9,1.1,0.6,10.0,8.2,0.5,1.6,0.4,0.5,0.8,1.8,2.1,12.3,0.5,18.1,0.6,2.5,5.6,16.5,2.0,1.7,16.3,0.1,-0.8,2019,7.3,0.6,1,6,0.0,,0,0,1.0,0.0,0.0,4.0,1.0,0.0,4.0,1.0,8.0,0.0,4.0,17.0,2129.5,3489.5
Rudy Gay,32,SAS,27.1,6.5,2.6,0.8,0.6,14.2,11.0,0.5,2.6,0.4,0.6,0.8,1.6,2.5,18.2,0.6,21.9,1.6,4.7,13.2,14.6,1.5,1.8,11.7,0.1,1.5,2019,10.5,0.6,1,7,0.0,,0,0,0.8,1.0,6.0,2.0,0.0,3.0,2.0,1.0,4.0,9.0,9.0,9.0,2919.5,2207.0
Danilo Gallinari,30,LAC,30.4,5.9,2.4,0.7,0.4,19.3,12.8,0.5,5.5,0.4,0.6,0.9,1.4,2.0,20.3,0.6,23.3,2.4,8.1,10.4,12.1,1.0,0.9,8.6,0.2,2.7,2019,9.4,0.6,1,6,0.0,,0,0,0.8,7.0,1.0,2.0,5.0,3.0,0.0,12.0,2.0,4.0,10.0,16.0,2200.5,2045.0
De'Aaron Fox,21,SAC,31.8,3.7,7.2,1.7,0.5,17.5,13.6,0.5,2.9,0.4,0.5,0.7,3.0,2.6,17.8,0.5,24.5,1.8,5.4,5.9,32.8,2.4,1.4,15.6,0.1,0.9,2019,13.1,0.5,0,9,0.0,,0,0,1.0,6.0,1.0,28.0,6.0,1.0,20.0,12.0,48.0,2.0,35.0,108.0,291.5,527.0
Bryn Forbes,25,SAS,28.0,2.9,2.1,0.6,0.0,11.7,9.9,0.4,5.1,0.4,0.5,0.9,1.1,2.1,11.3,0.6,17.8,0.4,2.9,5.7,10.5,1.0,0.1,9.3,0.1,-1.4,2019,5.6,0.6,1,7,0.0,,0,0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,4.0,1.0,6.0,10.0,2777.0,2844.5
Brandon Ingram,21,LAL,33.8,5.1,3.0,0.5,0.6,18.3,14.0,0.5,1.8,0.3,0.5,0.7,2.5,2.9,13.6,0.6,23.2,-0.5,2.4,7.9,12.9,0.7,1.4,13.1,0.1,-2.8,2019,9.2,0.5,0,11,0.0,,0,0,0.8,2.0,1.0,4.0,6.0,1.0,1.0,8.0,5.0,2.0,7.0,18.0,2060.5,2603.5
Dorian Finney-Smith,25,DAL,25.3,4.9,1.0,0.9,0.5,7.7,6.5,0.4,3.0,0.3,0.5,0.7,1.0,2.4,11.0,0.5,13.7,1.1,3.4,10.4,5.7,1.8,1.6,12.4,0.1,0.1,2019,7.3,0.4,0,14,0.0,,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6409.0,6437.0
Kris Dunn,24,CHI,30.5,4.1,6.0,1.5,0.5,10.9,10.6,0.4,2.0,0.3,0.5,0.8,2.3,3.6,12.1,0.5,19.4,0.1,0.7,7.3,29.4,2.4,1.4,16.8,0.0,-1.8,2019,12.1,0.3,0,13,0.0,,0,0,0.6,1.0,2.0,4.0,1.0,1.0,18.0,2.0,22.0,3.0,7.0,46.0,976.0,2603.5
Andre Drummond,25,DET,33.1,15.3,1.2,1.7,1.7,17.5,13.6,0.5,0.6,0.1,0.5,0.6,2.2,3.4,23.1,0.6,23.3,2.7,9.2,25.2,6.3,2.4,4.3,12.1,0.2,2.2,2019,19.9,0.5,1,7,0.0,,0,0,1.0,10.0,31.0,0.0,3.0,22.0,0.0,13.0,0.0,53.0,41.0,13.0,2436.5,396.5
Goran Dragic,32,MIA,26.4,2.8,4.1,0.6,0.2,14.9,12.3,0.4,4.7,0.3,0.5,0.8,2.2,2.3,14.3,0.5,26.0,-0.1,1.0,5.7,24.8,1.0,0.7,13.7,0.1,-2.5,2019,7.7,0.5,1,8,0.0,,0,0,0.3,2.0,0.0,4.0,3.0,0.0,3.0,5.0,7.0,0.0,6.0,19.0,1995.0,2844.5
Damyean Dotson,24,NYK,25.8,3.7,1.7,0.8,0.1,10.2,9.1,0.4,4.2,0.4,0.5,0.7,0.8,1.8,11.8,0.5,17.1,0.2,2.2,7.5,10.1,1.6,0.4,7.3,0.1,-1.6,2019,6.3,0.2,0,15,0.0,,0,0,0.9,1.0,0.0,0.0,4.0,1.0,2.0,5.0,2.0,1.0,1.0,9.0,2919.5,5338.0
Eric Gordon,30,HOU,32.6,2.4,2.1,0.6,0.4,16.6,14.4,0.4,8.8,0.3,0.5,0.8,1.4,2.2,12.1,0.5,22.5,-0.7,2.0,4.2,10.3,1.0,1.1,8.2,0.0,-3.3,2019,5.5,0.6,1,3,0.0,,0,0,0.8,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,4351.5,4486.5
Jerami Grant,24,OKC,32.4,5.1,1.0,0.8,1.3,13.3,9.8,0.5,3.2,0.4,0.6,0.7,0.8,2.7,14.1,0.6,14.8,1.7,7.6,8.2,4.2,1.2,3.3,6.5,0.1,0.6,2019,8.2,0.6,1,4,0.0,,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5511.0,6437.0
Danny Green,31,TOR,28.2,4.0,1.4,0.9,0.7,10.0,7.9,0.5,5.4,0.4,0.6,0.9,0.9,2.2,12.0,0.6,13.8,2.4,5.2,7.7,6.8,1.5,1.9,10.3,0.1,2.3,2019,7.0,0.7,1,2,0.0,,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5511.0,5338.0
Draymond Green,28,GSW,31.2,7.5,7.1,1.5,1.0,7.0,6.3,0.4,2.4,0.2,0.5,0.7,2.5,3.3,12.8,0.5,12.8,1.8,3.9,12.8,27.7,2.3,2.6,26.6,0.1,1.8,2019,17.1,0.7,1,1,0.0,,0,0,0.8,0.0,12.0,19.0,0.0,6.0,5.0,0.0,24.0,18.0,31.0,48.0,933.5,631.5
Jeff Green,32,WAS,28.0,4.3,1.9,0.5,0.5,12.5,9.0,0.5,4.2,0.4,0.6,0.9,1.3,2.2,13.6,0.6,17.5,0.5,3.9,8.3,9.6,0.9,1.5,11.5,0.1,-1.1,2019,7.2,0.4,0,11,0.0,,0,0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,6409.0,6437.0
Blake Griffin,29,DET,35.5,7.8,5.4,0.7,0.4,25.1,18.1,0.5,6.8,0.4,0.5,0.8,3.5,2.7,21.2,0.6,30.1,4.7,8.7,12.0,26.9,0.9,0.9,14.2,0.2,4.9,2019,14.3,0.5,1,7,0.0,,0,0,1.0,21.0,2.0,16.0,20.0,6.0,17.0,41.0,33.0,8.0,39.0,107.0,302.0,434.5
Montrezl Harrell,25,LAC,26.3,6.6,1.9,0.9,1.3,16.2,10.6,0.6,0.2,0.1,0.6,0.6,1.5,3.2,23.2,0.6,22.8,3.5,8.8,13.3,11.7,1.6,4.0,10.7,0.2,4.3,2019,10.7,0.6,1,6,0.0,,0,0,1.0,8.0,10.0,0.0,4.0,4.0,2.0,12.0,2.0,14.0,18.0,16.0,2200.5,1295.0
Gary Harris,24,DEN,28.7,2.9,2.6,0.9,0.4,13.7,11.7,0.4,4.5,0.3,0.5,0.8,1.2,2.1,13.2,0.5,21.0,0.2,2.5,5.5,12.6,1.6,1.2,8.5,0.1,-1.4,2019,6.8,0.7,1,2,0.0,,0,0,0.6,4.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,4.0,5.0,3692.0,3489.5
Joe Harris,27,BRK,29.9,3.6,2.5,0.5,0.2,13.6,9.8,0.5,5.0,0.5,0.6,0.8,1.6,2.5,13.6,0.6,17.1,1.7,5.5,6.4,12.8,0.8,0.6,13.3,0.1,0.9,2019,6.8,0.5,1,6,0.0,,0,0,0.9,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,6.0,3448.0,5338.0
Josh Hart,23,LAL,25.8,3.8,1.4,0.9,0.6,8.1,7.1,0.4,4.2,0.3,0.5,0.7,0.9,2.3,9.5,0.5,13.7,0.6,2.4,7.6,6.9,1.7,1.9,10.2,0.1,-0.8,2019,6.7,0.5,0,11,0.0,,0,0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,6409.0,5338.0
Gordon Hayward,28,BOS,25.9,4.4,3.5,0.9,0.3,11.0,8.8,0.4,3.4,0.3,0.5,0.8,1.5,1.5,15.1,0.6,18.9,1.2,4.8,9.1,18.8,1.7,1.2,13.0,0.1,0.6,2019,9.1,0.6,1,5,0.0,,0,0,0.9,4.0,2.0,2.0,1.0,3.0,1.0,5.0,3.0,5.0,8.0,11.0,2642.5,2394.5
Buddy Hield,26,SAC,32.1,5.2,2.4,0.6,0.4,20.9,16.6,0.5,7.7,0.4,0.6,0.9,1.9,2.5,17.3,0.6,25.3,1.9,5.5,8.4,11.4,0.9,1.1,9.9,0.1,1.0,2019,8.6,0.5,0,9,0.0,,0,0,1.0,14.0,4.0,1.0,14.0,2.0,1.0,28.0,2.0,6.0,19.0,32.0,1397.5,1216.0
Jrue Holiday,28,NOP,35.9,5.0,7.7,1.6,0.8,21.2,17.3,0.5,5.4,0.3,0.5,0.8,3.1,2.2,19.6,0.6,25.5,3.6,6.9,7.3,31.7,2.1,1.8,14.1,0.1,2.9,2019,15.1,0.4,0,12,0.0,,0,0,1.0,6.0,0.0,15.0,9.0,1.0,22.0,15.0,37.0,1.0,21.0,89.0,420.0,1086.0
Al Horford,32,BOS,28.7,6.7,4.0,0.9,1.3,13.0,10.4,0.5,3.1,0.3,0.6,0.8,1.5,1.9,19.8,0.6,18.7,3.5,7.5,12.6,20.6,1.5,4.2,12.2,0.2,5.0,2019,12.9,0.6,1,5,0.0,,0,0,0.9,1.0,9.0,7.0,0.0,4.0,5.0,1.0,12.0,13.0,17.0,25.0,1667.5,1377.0
Dwight Howard,33,WAS,25.6,9.2,0.4,0.8,0.4,12.8,7.7,0.6,0.0,,0.6,0.6,1.8,3.8,17.4,0.6,19.6,-0.2,0.7,19.7,2.5,1.4,1.5,15.1,0.1,-5.3,2019,10.8,0.4,0,11,0.0,,0,0,0.1,0.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,6.0,3.0,1.0,5511.0,3932.0
Kevin Huerter,20,ATL,27.2,3.3,2.7,0.9,0.3,9.5,8.4,0.4,4.6,0.4,0.5,0.7,1.5,2.0,10.0,0.5,15.5,0.0,1.4,6.4,14.1,1.5,1.0,14.5,0.0,-2.0,2019,7.2,0.3,0,12,0.0,,0,0,0.9,2.0,0.0,1.0,2.0,0.0,3.0,4.0,4.0,0.0,3.0,12.0,2532.5,3932.0
Serge Ibaka,29,TOR,28.0,8.1,1.4,0.4,1.4,15.1,12.0,0.5,2.3,0.3,0.5,0.8,1.6,2.9,18.3,0.6,22.4,1.4,6.3,15.7,8.0,0.7,4.1,10.7,0.1,0.7,2019,11.3,0.7,1,2,0.0,,0,0,0.9,3.0,13.0,1.0,3.0,9.0,0.0,6.0,1.0,22.0,17.0,8.0,3073.0,1377.0
Luka Doncic,19,DAL,32.2,7.4,5.6,1.1,0.4,21.1,16.1,0.4,7.0,0.3,0.5,0.7,3.3,1.9,19.7,0.6,29.7,3.6,5.5,12.3,30.1,1.6,0.9,14.9,0.1,3.9,2019,14.5,0.4,0,14,0.0,,0,0,0.9,14.0,4.0,12.0,18.0,8.0,16.0,32.0,28.0,12.0,30.0,88.0,428.0,663.5
