Player,Age,Tm,MP,TRB,AST,STL,BLK,PTS,FGA,FG%,3PA,3P%,eFG%,FT%,TOV,PF,PER,TS%,USG%,VORP,WS,TRB%,AST%,STL%,BLK%,TOV%,WS/48,BPM,Year,box,W/L%,playoffs,seed,Share,Rank,got_votes,is_mvp,gp_pct
Andrei Kirilenko,28,UTA,29.0,4.6,2.7,1.4,1.2,11.9,8.3,0.5,1.5,0.3,0.5,0.7,1.4,1.8,18.2,0.6,17.7,2.8,6.0,9.3,14.0,2.5,3.4,11.9,0.2,4.5,2010,9.9,0.6,1,5,0.0,,0,0,0.7
Courtney Lee,24,NJN,33.5,3.5,1.7,1.3,0.3,12.5,10.9,0.4,3.2,0.3,0.5,0.9,1.1,1.8,12.8,0.5,17.7,0.7,3.1,6.1,9.0,2.1,0.6,8.3,0.1,-0.8,2010,6.8,0.1,0,15,0.0,,0,0,0.9
David Lee,26,NYK,37.3,11.7,3.6,1.0,0.5,20.2,15.5,0.5,0.1,0.0,0.5,0.8,2.3,3.2,22.2,0.6,23.8,3.7,10.3,17.9,17.5,1.4,1.0,11.9,0.2,2.9,2010,16.8,0.4,0,11,0.0,,0,0,1.0
Rashard Lewis,30,ORL,32.9,4.4,1.5,1.1,0.4,14.1,11.2,0.4,5.9,0.4,0.5,0.8,1.5,2.5,14.0,0.6,19.4,2.8,6.5,7.8,7.4,1.7,0.9,10.9,0.1,2.7,2010,7.4,0.7,1,2,0.0,,0,0,0.9
Brook Lopez,21,NJN,36.9,8.6,2.3,0.7,1.7,18.8,13.8,0.5,0.0,0.0,0.5,0.8,2.5,3.1,20.1,0.6,23.6,3.0,7.9,13.5,11.8,1.0,3.4,13.1,0.1,1.9,2010,13.3,0.1,0,15,0.0,,0,0,1.0
Kevin Love,21,MIN,28.6,11.0,2.3,0.7,0.4,14.0,10.8,0.5,1.8,0.3,0.5,0.8,2.0,2.3,20.7,0.5,22.4,1.7,4.9,21.5,12.9,1.3,1.0,13.2,0.1,1.9,2010,14.4,0.2,0,15,0.0,,0,0,0.7
Luis Scola,29,HOU,32.6,8.6,2.1,0.8,0.3,16.2,13.3,0.5,0.1,0.2,0.5,0.8,2.0,3.0,17.2,0.6,22.7,1.1,6.3,15.1,11.1,1.2,0.7,11.9,0.1,-0.4,2010,11.8,0.5,0,9,0.0,,0,0,1.0
Thabo Sefolosha,25,OKC,28.6,4.7,1.8,1.2,0.6,6.0,5.4,0.4,1.6,0.3,0.5,0.7,1.1,1.9,9.8,0.5,10.9,1.9,4.0,9.5,8.9,2.1,1.5,15.8,0.1,1.2,2010,8.3,0.6,1,7,0.0,,0,0,1.0
J.R. Smith,24,DEN,27.8,3.1,2.4,1.3,0.3,15.4,13.8,0.4,6.2,0.3,0.5,0.7,1.9,2.3,15.0,0.5,26.9,0.9,2.7,6.5,15.0,2.4,0.7,11.0,0.1,-0.3,2010,7.1,0.6,1,4,0.0,,0,0,0.9
Marcus Camby,36,POR,26.1,10.3,2.1,0.7,1.6,4.7,5.0,0.4,0.0,0.0,0.4,0.6,1.1,2.4,14.8,0.4,11.7,1.7,3.7,24.1,11.7,1.4,5.0,16.0,0.1,2.3,2011,14.7,0.6,1,6,0.0,,0,0,0.7
Nicolas Batum,22,POR,31.5,4.5,1.5,0.9,0.6,12.4,10.1,0.5,4.3,0.3,0.5,0.8,1.0,2.4,14.8,0.6,17.8,2.4,6.6,8.8,8.1,1.5,1.6,8.6,0.1,1.7,2011,7.5,0.6,1,6,0.0,,0,0,1.0
Michael Beasley,22,MIN,32.3,5.6,2.2,0.7,0.7,19.2,17.1,0.5,2.2,0.4,0.5,0.8,2.7,3.0,15.5,0.5,28.3,-0.3,1.7,9.6,12.3,1.1,1.7,12.4,0.0,-2.4,2011,9.2,0.2,0,15,0.0,,0,0,0.9
Raja Bell,34,UTA,30.8,2.6,1.7,0.8,0.2,8.0,6.9,0.4,2.8,0.4,0.5,0.9,0.9,2.5,8.2,0.5,12.6,0.1,1.7,5.1,8.3,1.4,0.5,11.0,0.0,-1.9,2011,5.3,0.5,0,11,0.0,,0,0,0.8
Andray Blatche,24,WAS,33.9,8.2,2.3,1.5,0.8,16.8,15.0,0.4,0.3,0.2,0.4,0.8,2.7,2.8,16.9,0.5,25.5,0.8,2.4,13.8,11.7,2.3,1.8,13.7,0.1,-0.5,2011,12.8,0.3,0,13,0.0,,0,0,0.8
Andrew Bogut,26,MIL,35.3,11.1,2.0,0.7,2.6,12.8,11.4,0.5,0.1,0.0,0.5,0.4,1.9,3.3,16.7,0.5,19.6,2.6,5.4,18.3,10.4,1.1,5.8,13.0,0.1,2.4,2011,16.4,0.4,0,9,0.0,,0,0,0.8
Carlos Boozer,29,CHI,31.9,9.6,2.5,0.8,0.3,17.5,14.3,0.5,0.0,,0.5,0.7,2.5,3.2,18.8,0.5,26.9,1.3,5.8,17.6,14.3,1.3,0.7,13.5,0.1,0.7,2011,13.2,0.8,1,1,0.0,,0,0,0.7
Chris Bosh,26,MIA,36.3,8.3,1.9,0.8,0.6,18.7,13.7,0.5,0.3,0.2,0.5,0.8,1.8,2.2,19.4,0.6,23.5,1.7,10.3,13.6,8.9,1.1,1.4,9.8,0.2,0.4,2011,11.6,0.7,1,2,0.0,,0,0,0.9
Elton Brand,31,PHI,34.7,8.3,1.5,1.1,1.3,15.0,12.1,0.5,0.0,0.0,0.5,0.8,1.2,3.0,18.5,0.6,19.7,3.1,9.4,13.9,7.1,1.7,2.9,8.4,0.2,2.4,2011,12.2,0.5,1,7,0.0,,0,0,1.0
Kwame Brown,28,CHA,26.0,6.8,0.7,0.4,0.6,7.9,5.7,0.5,0.0,,0.5,0.6,1.0,2.6,12.8,0.6,14.9,-0.1,3.5,15.9,4.1,0.8,1.8,12.6,0.1,-2.3,2011,8.5,0.4,0,10,0.0,,0,0,0.8
Caron Butler,30,DAL,29.9,4.1,1.6,1.0,0.3,15.0,13.0,0.5,2.2,0.4,0.5,0.8,1.7,2.0,14.2,0.5,25.1,0.1,1.2,8.0,9.1,1.7,0.7,10.5,0.1,-1.4,2011,7.0,0.7,1,3,0.0,,0,0,0.4
Andrew Bynum,23,LAL,27.8,9.4,1.4,0.4,2.0,11.3,7.6,0.6,0.0,,0.6,0.7,1.4,2.6,21.1,0.6,17.6,2.0,6.6,19.2,7.7,0.7,5.4,12.8,0.2,3.3,2011,13.2,0.7,1,2,0.0,,0,0,0.7
Jose Calderon,29,TOR,30.9,3.0,8.9,1.2,0.1,9.8,8.8,0.4,2.3,0.4,0.5,0.9,2.2,2.1,16.3,0.5,16.8,0.4,3.7,5.7,43.0,2.0,0.3,18.8,0.1,-1.3,2011,13.2,0.3,0,14,0.0,,0,0,0.8
Tyson Chandler,28,DAL,27.8,9.4,0.4,0.5,1.1,10.1,5.5,0.7,0.0,,0.7,0.7,1.2,3.2,18.4,0.7,14.2,2.2,9.4,19.7,2.4,0.9,3.0,14.1,0.2,2.2,2011,11.4,0.7,1,3,0.0,,0,0,0.9
Josh Smith,24,ATL,35.4,8.7,4.2,1.6,2.1,15.7,12.3,0.5,0.1,0.0,0.5,0.6,2.4,3.0,21.0,0.5,22.2,5.4,9.3,14.3,19.0,2.4,4.5,14.3,0.2,5.5,2010,16.6,0.6,1,3,0.0,,0,0,1.0
Darren Collison,23,IND,29.9,2.8,5.1,1.1,0.2,13.2,11.0,0.5,1.6,0.3,0.5,0.9,2.5,1.4,15.6,0.5,21.9,0.8,4.3,5.3,28.9,1.9,0.4,16.6,0.1,-0.7,2011,9.2,0.5,1,8,0.0,,0,0,1.0
Mike Conley,23,MEM,35.5,3.0,6.5,1.8,0.2,13.7,11.8,0.4,2.7,0.4,0.5,0.7,2.2,2.2,15.9,0.5,19.4,2.4,6.6,5.1,28.0,2.6,0.5,14.2,0.1,1.3,2011,11.5,0.6,1,8,0.0,,0,0,1.0
DeMarcus Cousins,20,SAC,28.5,8.6,2.5,1.0,0.8,14.1,12.4,0.4,0.2,0.2,0.4,0.7,3.3,4.1,14.6,0.5,27.2,0.4,1.1,17.2,14.7,1.9,2.1,18.5,0.0,-1.4,2011,12.9,0.3,0,14,0.0,,0,0,1.0
Jamal Crawford,30,ATL,30.2,1.7,3.2,0.8,0.2,14.2,11.5,0.4,4.6,0.3,0.5,0.9,1.9,1.3,14.2,0.5,23.4,0.0,3.4,3.4,17.7,1.3,0.5,12.8,0.1,-2.0,2011,5.9,0.5,1,5,0.0,,0,0,0.9
Stephen Curry,22,GSW,33.6,3.9,5.8,1.5,0.3,18.6,14.2,0.5,4.6,0.4,0.6,0.9,3.1,3.1,19.4,0.6,24.4,2.4,6.6,6.5,28.1,2.2,0.6,16.4,0.1,1.9,2011,11.5,0.4,0,12,0.0,,0,0,0.9
Glen Davis,25,BOS,29.5,5.4,1.2,1.0,0.4,11.7,10.3,0.4,0.2,0.1,0.4,0.7,1.1,3.0,12.8,0.5,20.9,0.3,4.9,11.4,6.6,1.8,1.0,8.5,0.1,-1.4,2011,8.0,0.7,1,3,0.0,,0,0,1.0
Carlos Delfino,28,MIL,32.4,4.1,2.3,1.6,0.2,11.5,10.5,0.4,5.8,0.4,0.5,0.8,1.2,1.5,13.1,0.5,17.7,1.6,3.5,7.3,12.1,2.6,0.4,9.5,0.1,2.1,2011,8.2,0.4,0,9,0.0,,0,0,0.6
Luol Deng,25,CHI,39.1,5.8,2.8,1.0,0.6,17.4,14.1,0.5,4.1,0.3,0.5,0.8,1.9,2.0,15.5,0.5,20.9,3.4,9.9,8.7,11.9,1.3,1.1,10.7,0.1,2.2,2011,10.2,0.8,1,1,0.0,,0,0,1.0
DeMar DeRozan,21,TOR,34.8,3.8,1.8,1.0,0.4,17.2,14.1,0.5,0.6,0.1,0.5,0.8,1.8,2.6,14.5,0.5,23.2,-0.3,3.2,6.5,8.6,1.5,0.8,9.8,0.1,-2.4,2011,7.0,0.3,0,14,0.0,,0,0,1.0
Boris Diaw,28,CHA,33.9,5.0,4.1,0.9,0.6,11.3,9.4,0.5,2.8,0.3,0.5,0.7,2.0,2.3,13.9,0.6,16.8,2.5,4.8,9.0,20.6,1.4,1.3,16.7,0.1,1.5,2011,10.6,0.4,0,10,0.0,,0,0,1.0
Jared Dudley,25,PHO,26.1,3.9,1.3,1.1,0.2,10.6,7.7,0.5,3.1,0.4,0.6,0.7,0.9,1.7,15.6,0.6,16.9,2.5,5.6,8.6,7.6,2.1,0.7,9.6,0.1,2.8,2011,6.5,0.5,0,10,0.0,,0,0,1.0
Tim Duncan,34,SAS,28.4,8.9,2.7,0.7,1.9,13.4,11.0,0.5,0.1,0.0,0.5,0.7,1.6,1.6,21.9,0.5,22.9,3.2,7.7,18.3,15.7,1.2,4.8,11.4,0.2,3.8,2011,14.2,0.7,1,1,0.0,,0,0,0.9
Brandon Bass,25,ORL,26.1,5.6,0.8,0.4,0.7,11.2,8.5,0.5,0.0,0.0,0.5,0.8,1.3,2.1,15.9,0.6,19.8,0.7,6.3,12.5,5.0,0.7,2.0,11.5,0.2,-0.5,2011,7.5,0.6,1,4,0.0,,0,0,0.9
Andrea Bargnani,25,TOR,35.7,5.2,1.8,0.5,0.7,21.4,17.8,0.4,3.4,0.3,0.5,0.8,2.3,2.4,16.4,0.5,28.2,-0.4,2.5,8.6,8.8,0.7,1.5,10.3,0.1,-2.7,2011,8.2,0.3,0,14,0.0,,0,0,0.8
D.J. Augustin,23,CHA,33.6,2.7,6.1,0.7,0.0,14.4,11.7,0.4,4.1,0.3,0.5,0.9,1.9,1.9,15.9,0.5,21.2,1.1,6.2,4.9,31.1,1.0,0.1,12.5,0.1,-0.4,2011,9.5,0.4,0,10,0.0,,0,0,1.0
Trevor Ariza,25,NOH,34.7,5.4,2.2,1.6,0.4,11.0,10.2,0.4,3.6,0.3,0.5,0.7,1.6,2.4,11.3,0.5,17.7,2.0,3.4,9.5,10.0,2.5,1.0,12.2,0.1,1.1,2011,9.6,0.6,1,7,0.0,,0,0,0.9
Peja Stojakovic,32,NOH,31.4,3.7,1.5,0.8,0.1,12.6,11.1,0.4,5.7,0.4,0.5,0.9,0.9,1.3,12.4,0.5,18.6,0.5,2.7,6.8,7.2,1.3,0.2,7.1,0.1,-1.0,2010,6.1,0.5,0,11,0.0,,0,0,0.8
Rodney Stuckey,23,DET,34.2,3.8,4.8,1.4,0.2,16.6,15.2,0.4,1.1,0.2,0.4,0.8,2.2,2.8,15.6,0.5,26.4,0.7,2.7,6.8,24.7,2.2,0.4,11.4,0.1,-0.8,2010,10.2,0.3,0,13,0.0,,0,0,0.9
Jason Terry,32,DAL,33.0,1.8,3.8,1.2,0.2,16.6,13.5,0.4,4.8,0.4,0.5,0.9,1.4,1.8,16.5,0.6,23.0,1.8,6.5,3.2,18.8,1.9,0.5,8.6,0.1,0.8,2010,7.0,0.7,1,2,0.0,,0,0,0.9
Jason Thompson,23,SAC,31.4,8.5,1.7,0.5,1.0,12.5,10.5,0.5,0.1,0.1,0.5,0.7,1.9,3.7,14.6,0.5,19.6,0.7,4.0,15.5,8.3,0.9,2.3,13.3,0.1,-0.9,2010,11.7,0.3,0,14,0.0,,0,0,0.9
Marcus Thornton,22,NOH,25.6,2.9,1.6,0.8,0.2,14.5,12.1,0.5,4.3,0.4,0.5,0.8,1.0,1.7,17.4,0.6,25.3,0.8,4.0,6.6,10.3,1.6,0.4,7.3,0.1,-0.4,2010,5.5,0.5,0,11,0.0,,0,0,0.9
Hedo Turkoglu,30,TOR,30.7,4.6,4.1,0.7,0.4,11.3,9.1,0.4,3.9,0.4,0.5,0.8,1.7,3.0,13.3,0.5,18.1,1.7,3.4,8.9,19.5,1.2,1.1,13.9,0.1,1.0,2010,9.8,0.5,0,9,0.0,,0,0,0.9
Beno Udrih,27,SAC,31.4,2.8,4.7,1.1,0.1,12.9,10.6,0.5,2.5,0.4,0.5,0.8,1.7,2.1,15.7,0.6,18.6,1.4,5.5,5.1,24.1,1.8,0.3,13.1,0.1,0.2,2010,8.7,0.3,0,14,0.0,,0,0,1.0
Anderson Varejao,27,CLE,28.5,7.6,1.1,0.9,0.9,8.6,6.1,0.6,0.1,0.2,0.6,0.7,0.9,2.9,15.8,0.6,13.1,2.7,8.1,15.9,6.1,1.7,2.4,11.0,0.2,3.0,2010,10.5,0.7,1,1,0.0,,0,0,0.9
Dominic McGuire,23,WAS,26.2,5.4,2.5,0.8,0.9,4.5,4.1,0.4,0.1,0.5,0.4,0.7,1.2,1.9,10.8,0.5,10.1,0.8,1.7,12.1,13.8,1.6,2.9,20.0,0.0,-0.5,2009,9.6,0.2,0,15,0.0,,0,0,1.0
Ben Wallace,35,DET,28.6,8.7,1.5,1.2,1.2,5.5,4.2,0.5,0.0,0.0,0.5,0.4,0.9,1.9,15.8,0.5,10.0,2.9,4.7,18.3,8.0,2.4,3.6,15.0,0.1,3.9,2010,12.6,0.3,0,13,0.0,,0,0,0.8
Gerald Wallace,27,CHA,41.0,10.0,2.1,1.5,1.1,18.2,12.4,0.5,1.8,0.4,0.5,0.8,2.3,2.6,18.3,0.6,20.3,4.3,11.5,14.7,9.0,2.0,2.2,13.1,0.2,3.5,2010,14.7,0.5,1,7,0.0,,0,0,0.9
C.J. Watson,25,GSW,27.5,2.6,2.8,1.6,0.1,10.3,8.1,0.5,2.2,0.3,0.5,0.8,1.1,1.9,13.8,0.6,16.0,0.7,3.1,5.3,14.3,2.8,0.3,10.3,0.1,-0.4,2010,7.1,0.3,0,13,0.0,,0,0,0.8
Earl Watson,30,IND,29.4,3.0,5.1,1.3,0.2,7.8,6.6,0.4,2.3,0.3,0.5,0.7,2.2,2.3,10.9,0.5,14.7,0.3,2.6,5.6,25.6,2.2,0.5,22.6,0.1,-1.5,2010,9.6,0.4,0,10,0.0,,0,0,1.0
David West,29,NOH,36.4,7.5,3.0,0.9,0.7,19.0,15.1,0.5,0.3,0.3,0.5,0.9,2.1,2.9,18.9,0.6,24.0,2.4,7.5,12.0,13.7,1.3,1.5,11.2,0.1,1.2,2010,12.1,0.5,0,11,0.0,,0,0,1.0
Delonte West,26,CLE,25.0,2.8,3.3,0.9,0.5,8.8,7.3,0.4,1.3,0.3,0.5,0.8,1.5,1.4,13.8,0.5,18.3,0.6,3.3,6.7,20.0,1.9,1.4,15.3,0.1,-0.3,2010,7.5,0.7,1,1,0.0,,0,0,0.7
Russell Westbrook,21,OKC,34.3,4.9,8.0,1.3,0.4,16.1,14.1,0.4,1.3,0.2,0.4,0.8,3.3,2.5,17.8,0.5,25.7,2.9,6.1,8.2,38.6,2.0,0.9,16.6,0.1,2.1,2010,14.6,0.6,1,7,0.0,,0,0,1.0
Lou Williams,23,PHI,29.9,2.9,4.2,1.3,0.2,14.0,10.6,0.5,3.2,0.3,0.5,0.8,1.7,1.7,18.2,0.6,21.1,1.5,5.2,5.8,22.9,2.2,0.6,12.0,0.1,1.1,2010,8.6,0.3,0,12,0.0,,0,0,0.8
Marvin Williams,23,ATL,30.5,5.1,1.1,0.8,0.6,10.1,8.2,0.5,1.6,0.3,0.5,0.8,0.9,2.0,13.0,0.5,15.5,1.1,5.7,9.8,5.6,1.4,1.4,8.7,0.1,-0.2,2010,7.6,0.6,1,3,0.0,,0,0,1.0
Mo Williams,27,CLE,34.2,3.0,5.3,1.0,0.3,15.8,12.4,0.4,5.4,0.4,0.5,0.9,2.5,2.5,16.1,0.6,22.0,2.2,6.7,5.2,25.0,1.6,0.7,15.5,0.1,1.6,2010,9.6,0.7,1,1,0.0,,0,0,0.8
Reggie Williams,23,GSW,32.6,4.6,2.8,1.0,0.3,15.2,11.8,0.5,3.8,0.4,0.6,0.8,1.2,2.0,16.1,0.6,18.6,0.4,1.7,7.8,12.7,1.4,0.5,8.5,0.1,-0.2,2010,8.7,0.3,0,13,0.0,,0,0,0.3
Metta World Peace,30,LAL,33.8,4.3,3.0,1.4,0.3,11.0,9.6,0.4,3.8,0.4,0.5,0.7,1.6,2.1,12.1,0.5,16.2,2.3,5.3,7.1,13.3,2.1,0.6,12.8,0.1,1.5,2010,9.0,0.7,1,1,0.0,,0,0,0.9
Thaddeus Young,21,PHI,32.0,5.2,1.4,1.2,0.2,13.8,12.1,0.5,2.1,0.3,0.5,0.7,1.9,2.0,14.0,0.5,21.5,0.1,2.1,9.6,7.5,2.0,0.6,12.5,0.0,-1.8,2010,8.0,0.3,0,12,0.0,,0,0,0.8
Arron Afflalo,25,DEN,33.7,3.6,2.4,0.5,0.4,12.6,9.1,0.5,3.6,0.4,0.6,0.8,1.0,2.2,13.6,0.6,14.8,2.4,6.2,6.2,10.9,0.7,1.0,9.2,0.1,2.1,2011,6.9,0.6,1,5,0.0,,0,0,0.8
LaMarcus Aldridge,25,POR,39.6,8.8,2.1,1.0,1.2,21.8,17.5,0.5,0.3,0.2,0.5,0.8,1.9,2.7,21.5,0.5,25.7,3.5,11.1,13.5,10.1,1.4,2.4,8.7,0.2,2.4,2011,13.1,0.6,1,6,0.0,,0,0,1.0
Ray Allen,35,BOS,36.1,3.4,2.7,1.0,0.2,16.5,12.2,0.5,4.7,0.4,0.6,0.9,1.5,1.8,16.4,0.6,19.8,4.1,10.0,5.8,12.7,1.4,0.4,9.8,0.2,3.6,2011,7.3,0.7,1,3,0.0,,0,0,1.0
Andre Miller,32,PHI,36.3,4.5,6.5,1.3,0.2,16.3,12.7,0.5,0.6,0.3,0.5,0.8,2.4,2.4,18.6,0.5,21.8,3.6,8.8,7.4,30.2,2.0,0.4,14.0,0.1,2.8,2009,12.5,0.5,1,6,0.0,,0,0,1.0
Earl Watson,28,SEA,29.1,2.9,6.8,0.9,0.1,10.7,9.6,0.5,1.7,0.4,0.5,0.8,2.2,2.0,14.6,0.5,18.8,0.3,2.9,5.4,36.6,1.5,0.3,17.8,0.1,-1.6,2008,10.7,0.2,0,15,0.0,,0,0,1.0
Tracy McGrady,29,HOU,33.7,4.4,5.0,1.2,0.4,15.6,13.9,0.4,3.3,0.4,0.4,0.8,2.0,1.1,16.3,0.5,24.5,1.0,2.7,7.6,25.2,1.9,0.9,11.1,0.1,1.4,2009,11.0,0.6,1,5,0.0,,0,0,0.4
Delonte West,22,BOS,34.1,4.1,4.6,1.2,0.6,11.8,9.6,0.5,3.1,0.4,0.5,0.9,1.9,2.8,15.1,0.6,16.4,2.4,5.7,7.3,22.5,1.8,1.5,15.4,0.1,1.9,2006,10.5,0.4,0,11,0.0,,0,0,0.9
Rafer Alston,30,HOU,37.1,3.4,5.4,1.6,0.1,13.3,12.4,0.4,6.5,0.4,0.5,0.7,2.1,2.4,12.9,0.5,19.4,2.5,6.6,5.3,24.1,2.2,0.3,13.4,0.1,1.3,2007,10.5,0.6,1,4,0.0,,0,0,1.0
Ray Allen,31,SEA,40.3,4.5,4.1,1.5,0.2,26.4,21.0,0.4,8.1,0.4,0.5,0.9,2.8,2.1,21.6,0.6,29.5,3.0,6.3,6.7,19.0,1.9,0.4,10.7,0.1,3.4,2007,10.3,0.4,0,14,0.0,,0,0,0.7
Shareef Abdur-Rahim,30,SAC,25.2,5.0,1.4,0.7,0.5,9.9,8.2,0.5,0.3,0.1,0.5,0.7,1.5,3.0,13.1,0.5,19.5,-0.1,2.8,11.6,9.2,1.3,1.5,13.3,0.1,-2.1,2007,7.6,0.4,0,11,0.0,,0,0,1.0
Mo Williams,23,MIL,26.4,2.5,4.0,0.9,0.1,12.1,10.8,0.4,3.3,0.4,0.5,0.8,1.8,2.5,15.0,0.5,23.4,0.6,2.5,5.5,26.1,1.8,0.4,13.4,0.1,-0.6,2006,7.5,0.5,1,8,0.0,,0,0,0.7
Jason Williams,30,MIA,31.8,2.4,4.9,0.9,0.1,12.3,10.3,0.4,4.9,0.4,0.5,0.9,1.7,1.7,15.0,0.6,18.5,1.2,4.8,4.4,24.5,1.5,0.2,13.3,0.1,0.4,2006,8.3,0.6,1,2,0.0,,0,0,0.7
Deron Williams,21,UTA,28.8,2.4,4.5,0.8,0.2,10.8,10.1,0.4,2.7,0.4,0.5,0.7,1.8,2.9,12.4,0.5,20.3,-0.2,2.8,5.1,28.6,1.4,0.6,14.4,0.1,-2.3,2006,7.9,0.5,0,9,0.0,,0,0,1.0
David West,25,NOK,34.1,7.4,1.2,0.8,0.9,17.1,14.0,0.5,0.1,0.3,0.5,0.8,1.4,2.9,19.7,0.6,23.0,1.9,7.4,12.9,7.2,1.3,2.1,8.4,0.1,1.0,2006,10.3,0.5,0,10,0.0,,0,0,0.9
Antonio McDyess,34,DET,30.1,9.8,1.3,0.7,0.8,9.6,8.5,0.5,0.0,,0.5,0.7,0.8,3.1,16.6,0.5,15.7,1.5,5.6,19.3,7.3,1.2,2.1,8.3,0.1,1.1,2009,12.6,0.5,1,8,0.0,,0,0,0.8
David Wesley,35,HOU,33.4,2.5,2.9,0.8,0.1,9.9,7.9,0.4,3.8,0.4,0.5,0.8,1.7,3.0,9.6,0.5,15.3,0.8,3.6,4.4,14.6,1.4,0.2,15.7,0.1,-0.7,2006,6.3,0.4,0,13,0.0,,0,0,0.9
Bonzi Wells,29,SAC,32.4,7.7,2.8,1.8,0.5,13.6,11.8,0.5,0.9,0.2,0.5,0.7,2.4,3.0,16.6,0.5,22.4,1.6,3.4,13.9,14.8,2.9,1.1,15.3,0.1,1.8,2006,12.8,0.5,1,8,0.0,,0,0,0.6
Chris Webber,32,PHI,38.6,9.9,3.4,1.4,0.8,20.2,19.0,0.4,1.0,0.3,0.4,0.8,2.4,2.9,18.4,0.5,27.7,1.2,4.4,15.0,16.4,1.8,1.6,10.4,0.1,-0.4,2006,15.5,0.5,0,9,0.0,,0,0,0.9
Rasheed Wallace,31,DET,34.8,6.8,2.3,1.0,1.6,15.1,13.3,0.4,5.4,0.4,0.5,0.7,1.1,2.9,17.6,0.5,21.1,3.9,8.9,11.7,11.2,1.6,3.4,6.9,0.2,3.5,2006,11.7,0.8,1,1,0.0,,0,0,1.0
Gerald Wallace,23,CHA,34.5,7.5,1.7,2.5,2.1,15.2,10.7,0.5,0.9,0.3,0.6,0.6,1.8,2.7,21.3,0.6,19.3,3.7,6.4,12.6,8.8,3.7,4.7,12.0,0.2,5.8,2006,13.8,0.3,0,13,0.0,,0,0,0.7
Ben Wallace,31,DET,35.2,11.3,1.9,1.8,2.2,7.3,5.7,0.5,0.0,0.0,0.5,0.4,1.1,2.0,17.5,0.5,11.2,5.7,10.1,19.0,8.2,2.8,4.6,12.9,0.2,5.8,2006,17.2,0.8,1,1,0.0,,0,0,1.0
Chucky Atkins,32,MEM,27.5,1.9,4.6,0.7,0.1,13.2,9.5,0.4,4.1,0.4,0.5,0.8,1.7,1.8,17.4,0.6,21.4,0.7,4.9,4.0,27.9,1.2,0.1,13.0,0.1,-0.6,2007,7.3,0.3,0,15,0.0,,0,0,0.9
Leandro Barbosa,24,PHO,32.7,2.7,4.0,1.2,0.2,18.1,13.9,0.5,5.5,0.4,0.6,0.8,1.8,2.6,18.4,0.6,23.4,3.2,8.2,4.8,18.7,1.8,0.4,10.7,0.2,2.9,2007,8.1,0.7,1,2,0.0,,0,0,1.0
Andrea Bargnani,21,TOR,25.1,3.9,0.8,0.5,0.8,11.6,9.6,0.4,4.1,0.4,0.5,0.8,1.6,2.8,12.8,0.5,22.6,0.1,1.9,9.2,5.1,1.0,2.5,13.5,0.1,-1.7,2007,6.0,0.6,1,4,0.0,,0,0,0.8
Shane Battier,28,HOU,36.4,4.1,2.1,1.0,0.7,10.1,8.0,0.4,4.5,0.4,0.6,0.8,0.9,2.3,12.0,0.6,12.1,4.0,9.0,6.5,9.2,1.4,1.5,9.3,0.1,3.3,2007,7.9,0.6,1,4,0.0,,0,0,1.0
Charlie Bell,27,MIL,34.7,2.9,3.0,1.2,0.0,13.5,11.9,0.4,4.4,0.4,0.5,0.8,1.3,2.6,13.1,0.5,18.3,1.0,4.0,4.9,13.6,1.8,0.1,9.0,0.1,-0.7,2007,7.1,0.3,0,14,0.0,,0,0,1.0
Raja Bell,30,PHO,37.4,3.2,2.5,0.6,0.3,14.7,12.2,0.4,6.4,0.4,0.5,0.8,1.1,3.0,12.0,0.6,17.0,2.8,5.8,5.0,9.5,0.9,0.5,7.5,0.1,1.8,2007,6.6,0.7,1,2,0.0,,0,0,1.0
Mike Bibby,28,SAC,34.0,3.2,4.7,1.1,0.1,17.1,14.2,0.4,5.9,0.4,0.5,0.8,2.4,1.7,16.0,0.5,24.5,1.4,4.4,5.5,24.3,1.6,0.2,13.0,0.1,0.1,2007,9.1,0.4,0,11,0.0,,0,0,1.0
Andris Biedrins,20,GSW,29.0,9.3,1.1,0.8,1.7,9.5,7.1,0.6,0.0,,0.6,0.5,1.5,3.7,16.2,0.6,13.8,2.1,6.7,17.5,5.4,1.4,4.3,15.4,0.1,1.4,2007,12.9,0.5,1,8,0.0,,0,0,1.0
Mark Blount,31,MIN,31.0,6.2,0.8,0.5,0.7,12.3,10.2,0.5,0.4,0.3,0.5,0.8,1.9,2.9,12.7,0.5,19.8,-0.8,2.8,11.9,4.5,0.9,1.8,14.7,0.1,-3.2,2007,8.2,0.4,0,13,0.0,,0,0,1.0
Andrew Bogut,22,MIL,34.2,8.8,3.0,0.7,0.5,12.3,9.5,0.6,0.1,0.2,0.6,0.6,2.3,3.3,15.5,0.6,17.3,1.4,4.0,15.2,13.9,1.1,1.2,17.4,0.1,0.5,2007,13.0,0.3,0,14,0.0,,0,0,0.8
Bruce Bowen,35,SAS,30.0,2.7,1.4,0.8,0.3,6.2,5.7,0.4,2.8,0.4,0.5,0.6,0.8,2.1,7.1,0.5,10.9,1.5,4.1,5.5,7.0,1.3,0.7,11.5,0.1,0.5,2007,5.2,0.7,1,3,0.0,,0,0,1.0
