Player,Age,Tm,MP,TRB,AST,STL,BLK,PTS,FGA,FG%,3PA,3P%,eFG%,FT%,TOV,PF,PER,TS%,USG%,VORP,WS,TRB%,AST%,STL%,BLK%,TOV%,WS/48,BPM,Year,box,W/L%,playoffs,seed,Share,Rank,got_votes,is_mvp,gp_pct
Mike Dunleavy,33,CHI,31.5,4.2,2.3,0.8,0.6,11.3,9.4,0.4,4.0,0.4,0.5,0.9,1.3,2.0,12.6,0.5,17.0,1.8,6.5,7.6,12.3,1.3,1.4,11.3,0.1,0.7,2014,7.9,0.6,1,4,0.0,,0,0,1.0
Jimmy Butler,24,CHI,38.7,4.9,2.6,1.9,0.5,13.1,10.3,0.4,3.6,0.3,0.4,0.8,1.5,1.6,13.5,0.5,16.8,2.9,7.1,7.2,11.1,2.6,1.1,10.8,0.1,2.4,2014,9.9,0.6,1,4,0.0,,0,0,0.8
Jose Calderon,32,DAL,30.5,2.4,4.7,0.9,0.1,11.4,9.2,0.5,5.2,0.4,0.6,0.8,1.3,1.7,15.2,0.6,16.2,2.1,6.3,4.5,22.4,1.4,0.4,11.7,0.1,1.3,2014,8.1,0.6,1,8,0.0,,0,0,1.0
DeMarre Carroll,27,ATL,32.1,5.5,1.8,1.5,0.3,11.1,8.8,0.5,3.7,0.4,0.5,0.8,1.1,2.6,13.9,0.6,15.2,2.4,5.8,10.0,8.9,2.3,0.7,10.1,0.1,2.1,2014,9.1,0.5,1,8,0.0,,0,0,0.9
Michael Carter-Williams,22,PHI,34.5,6.2,6.3,1.9,0.6,16.7,15.1,0.4,3.0,0.3,0.4,0.7,3.5,3.0,15.5,0.5,25.7,1.1,1.3,9.8,30.2,2.6,1.4,16.9,0.0,-0.2,2014,15.0,0.2,0,14,0.0,,0,0,0.9
Mario Chalmers,27,MIA,29.8,2.9,4.9,1.6,0.2,9.8,7.7,0.5,3.1,0.4,0.5,0.7,2.2,2.9,14.0,0.6,17.4,1.7,4.8,6.2,24.3,2.9,0.6,20.4,0.1,1.2,2014,9.6,0.7,1,2,0.0,,0,0,0.9
Tyson Chandler,31,NYK,30.2,9.6,1.1,0.7,1.1,8.7,5.9,0.6,0.0,0.0,0.6,0.6,1.3,2.6,16.4,0.6,12.9,1.4,4.9,18.7,5.5,1.2,3.4,15.4,0.1,1.3,2014,12.5,0.5,0,9,0.0,,0,0,0.7
Wilson Chandler,26,DEN,31.1,4.7,1.8,0.7,0.5,13.6,11.9,0.4,5.7,0.3,0.5,0.7,1.3,3.1,12.4,0.5,19.5,1.1,3.1,8.2,9.3,1.2,1.2,8.9,0.1,0.2,2014,7.7,0.4,0,11,0.0,,0,0,0.8
Darren Collison,26,LAC,25.9,2.4,3.7,1.2,0.2,11.4,8.7,0.5,2.4,0.4,0.5,0.9,1.7,1.9,16.2,0.6,19.7,1.6,5.9,5.0,21.9,2.2,0.6,14.3,0.1,1.0,2014,7.5,0.7,1,3,0.0,,0,0,1.0
DeMarcus Cousins,23,SAC,32.4,11.7,2.9,1.5,1.3,22.7,16.8,0.5,0.1,0.0,0.5,0.7,3.5,3.8,26.1,0.6,32.7,3.9,7.9,20.4,17.8,2.4,3.2,14.7,0.2,4.7,2014,17.4,0.3,0,13,0.0,,0,0,0.9
Jamal Crawford,33,LAC,30.3,2.3,3.2,0.9,0.2,18.6,14.7,0.4,6.5,0.4,0.5,0.9,2.0,1.7,17.3,0.6,27.2,1.2,5.3,4.2,17.4,1.4,0.4,10.5,0.1,0.2,2014,6.6,0.7,1,3,0.0,,0,0,0.8
Anthony Davis,20,NOP,35.2,10.0,1.6,1.3,2.8,20.8,15.0,0.5,0.1,0.2,0.5,0.8,1.6,3.0,26.5,0.6,25.2,3.9,10.4,16.6,8.0,2.0,6.7,8.3,0.2,4.5,2014,15.7,0.4,0,12,0.0,,0,0,0.8
DeMar DeRozan,24,TOR,38.2,4.3,4.0,1.1,0.4,22.7,17.8,0.4,2.7,0.3,0.5,0.8,2.2,2.5,18.4,0.5,28.0,2.0,8.8,6.6,18.9,1.5,0.7,9.5,0.1,0.7,2014,9.8,0.6,1,3,0.0,,0,0,1.0
Boris Diaw,31,SAS,25.0,4.1,2.8,0.6,0.4,9.1,7.3,0.5,1.4,0.4,0.6,0.7,1.5,1.8,14.1,0.6,17.0,1.8,4.9,9.3,16.3,1.1,1.2,16.3,0.1,1.6,2014,7.9,0.8,1,1,0.0,,0,0,1.0
Andre Drummond,20,DET,32.3,13.2,0.4,1.2,1.6,13.5,9.5,0.6,0.0,0.0,0.6,0.4,1.4,3.4,22.6,0.6,16.7,2.4,9.9,22.3,2.2,2.0,4.0,10.7,0.2,1.6,2014,16.4,0.4,0,11,0.0,,0,0,1.0
Monta Ellis,28,DAL,36.9,3.6,5.7,1.7,0.3,19.0,15.6,0.5,2.5,0.3,0.5,0.8,3.2,2.4,16.8,0.5,26.0,1.5,4.9,5.6,24.8,2.4,0.6,15.2,0.1,0.0,2014,11.3,0.6,1,8,0.0,,0,0,1.0
Gordon Hayward,23,UTA,36.4,5.1,5.2,1.4,0.5,16.2,13.4,0.4,3.6,0.3,0.5,0.8,2.8,2.0,16.2,0.5,23.1,2.1,3.6,8.0,24.1,2.1,1.1,15.0,0.1,1.0,2014,12.2,0.3,0,15,0.0,,0,0,0.9
Tyreke Evans,24,NOP,28.2,4.7,5.0,1.2,0.3,14.5,12.5,0.4,1.3,0.2,0.4,0.8,2.4,2.2,18.4,0.5,27.1,1.4,3.1,9.8,30.4,2.2,0.9,14.5,0.1,0.8,2014,11.2,0.4,0,12,0.0,,0,0,0.9
Kenneth Faried,24,DEN,27.2,8.6,1.2,0.9,0.9,13.7,10.3,0.5,0.0,0.0,0.5,0.7,1.7,2.4,19.8,0.6,21.3,1.8,6.5,16.9,7.5,1.6,2.3,12.4,0.1,1.2,2014,11.6,0.4,0,11,0.0,,0,0,1.0
Derrick Favors,22,UTA,30.2,8.7,1.2,1.0,1.5,13.3,10.2,0.5,0.0,0.0,0.5,0.7,1.8,3.2,19.0,0.6,20.8,1.5,5.1,16.7,7.3,1.8,3.8,12.9,0.1,0.7,2014,12.4,0.3,0,15,0.0,,0,0,0.9
Raymond Felton,29,NYK,31.0,3.0,5.6,1.2,0.4,9.7,9.4,0.4,3.0,0.3,0.4,0.7,2.0,2.4,12.9,0.5,18.2,0.5,2.2,5.7,28.1,2.1,1.2,16.3,0.1,-0.9,2014,10.2,0.5,0,9,0.0,,0,0,0.8
Randy Foye,30,DEN,30.7,2.9,3.5,0.8,0.5,13.2,10.8,0.4,6.1,0.4,0.5,0.8,1.8,2.5,13.3,0.6,18.8,1.8,4.6,5.0,17.7,1.3,1.2,13.2,0.1,0.9,2014,7.7,0.4,0,11,0.0,,0,0,1.0
Channing Frye,30,PHO,28.2,5.1,1.2,0.7,0.8,11.1,9.5,0.4,5.3,0.4,0.5,0.8,1.1,3.0,13.2,0.6,17.3,1.8,5.3,10.1,6.4,1.3,2.1,9.8,0.1,1.1,2014,7.8,0.6,0,9,0.0,,0,0,1.0
Marc Gasol,29,MEM,33.4,7.2,3.6,1.0,1.3,14.6,12.1,0.5,0.2,0.2,0.5,0.8,1.9,2.5,18.2,0.5,21.7,2.4,5.6,12.7,17.7,1.6,3.2,12.0,0.1,2.9,2014,13.1,0.6,1,7,0.0,,0,0,0.7
Pau Gasol,33,LAL,31.4,9.7,3.4,0.5,1.5,17.4,14.8,0.5,0.2,0.3,0.5,0.7,2.4,2.1,19.3,0.5,26.4,1.3,3.0,16.4,18.7,0.7,3.5,12.4,0.1,0.6,2014,15.1,0.3,0,14,0.0,,0,0,0.7
Taj Gibson,28,CHI,28.7,6.8,1.1,0.5,1.4,13.0,10.9,0.5,0.1,0.0,0.5,0.8,1.8,2.5,16.0,0.5,23.0,0.5,5.7,13.5,7.3,0.9,3.7,12.8,0.1,-1.1,2014,9.8,0.6,1,4,0.0,,0,0,1.0
Eric Gordon,25,NOP,32.1,2.6,3.3,1.2,0.2,15.4,12.8,0.4,4.0,0.4,0.5,0.8,2.1,1.8,14.9,0.5,23.2,0.4,2.5,4.7,16.6,1.9,0.5,12.8,0.1,-1.2,2014,7.3,0.4,0,12,0.0,,0,0,0.8
Marcin Gortat,29,WAS,32.8,9.5,1.7,0.5,1.5,13.2,10.4,0.5,0.0,1.0,0.5,0.7,1.6,2.5,17.6,0.6,18.2,2.0,8.1,16.7,8.4,0.8,3.8,11.8,0.1,1.0,2014,13.2,0.5,1,6,0.0,,0,0,1.0
Gerald Green,28,PHO,28.4,3.4,1.5,0.9,0.5,15.8,12.3,0.4,6.2,0.4,0.5,0.8,1.8,2.7,16.5,0.6,23.6,1.8,6.1,6.6,8.6,1.5,1.4,11.6,0.1,1.0,2014,6.3,0.6,0,9,0.0,,0,0,1.0
Jeff Green,27,BOS,34.2,4.6,1.7,0.7,0.6,16.9,14.3,0.4,4.8,0.3,0.5,0.8,2.0,2.2,13.1,0.5,23.6,0.0,3.3,7.7,8.4,1.0,1.3,11.1,0.1,-2.1,2014,7.6,0.3,0,12,0.0,,0,0,1.0
Tobias Harris,21,ORL,30.3,7.0,1.3,0.7,0.4,14.6,11.7,0.5,2.1,0.3,0.5,0.8,1.3,2.3,16.5,0.5,22.2,0.1,4.1,13.0,7.7,1.1,1.0,8.7,0.1,-1.7,2014,9.4,0.3,0,13,0.0,,0,0,0.7
Kyle Lowry,27,TOR,36.2,4.7,7.4,1.5,0.2,17.9,13.7,0.4,6.3,0.4,0.5,0.8,2.5,3.4,20.1,0.6,22.9,5.7,11.7,7.5,34.7,2.2,0.4,13.4,0.2,5.9,2014,13.8,0.6,1,3,0.0,,0,0,1.0
Kendall Marshall,22,LAL,29.0,2.9,8.8,0.9,0.1,8.0,7.8,0.4,3.3,0.4,0.5,0.5,2.8,1.4,12.6,0.5,16.3,-1.0,0.9,5.3,44.3,1.5,0.2,25.6,0.0,-4.5,2014,12.7,0.3,0,14,0.0,,0,0,0.7
Vander Blue,22,LAL,37.0,4.5,4.0,1.5,0.0,11.0,15.0,0.3,5.0,0.2,0.3,0.4,3.0,2.0,4.0,0.3,23.0,-0.1,-0.2,6.7,16.8,2.1,0.0,15.7,-0.2,-8.5,2015,10.0,0.3,0,14,0.0,,0,0,0.0
Dion Waiters,22,CLE,29.6,2.8,3.0,0.9,0.2,15.9,14.2,0.4,3.6,0.4,0.5,0.7,2.2,2.2,14.0,0.5,26.9,0.0,1.6,5.3,18.2,1.6,0.7,12.3,0.0,-2.1,2014,6.9,0.4,0,10,0.0,,0,0,0.9
Deron Williams,29,BRK,32.2,2.6,6.1,1.5,0.2,14.3,11.2,0.5,4.2,0.4,0.5,0.8,2.2,2.3,17.6,0.6,21.8,1.6,5.4,4.9,32.8,2.4,0.5,15.0,0.1,1.2,2014,10.4,0.5,1,5,0.0,,0,0,0.8
Russell Westbrook,25,OKC,30.7,5.7,6.9,1.9,0.2,21.8,17.2,0.4,4.7,0.3,0.5,0.8,3.8,2.3,24.7,0.5,34.4,3.0,5.2,10.5,40.2,3.1,0.4,16.1,0.2,6.4,2014,14.7,0.7,1,2,0.0,,0,0,0.6
David West,33,IND,30.9,6.8,2.8,0.8,0.9,14.0,11.7,0.5,0.2,0.3,0.5,0.8,1.7,2.3,17.5,0.5,21.9,2.5,8.1,12.3,16.1,1.3,2.3,11.2,0.2,2.0,2014,11.3,0.7,1,1,0.0,,0,0,1.0
Martell Webster,27,WAS,27.7,2.8,1.2,0.5,0.2,9.7,7.5,0.4,4.8,0.4,0.6,0.8,0.7,1.9,11.5,0.6,14.7,1.0,5.0,6.0,6.7,1.0,0.6,8.3,0.1,-0.1,2014,4.7,0.5,1,6,0.0,,0,0,1.0
John Wall,23,WAS,36.3,4.1,8.8,1.8,0.5,19.3,16.3,0.4,3.8,0.4,0.5,0.8,3.6,2.7,19.5,0.5,27.4,3.4,7.9,6.5,40.5,2.6,1.1,16.3,0.1,2.6,2014,15.2,0.5,1,6,0.0,,0,0,1.0
Kemba Walker,23,CHA,35.8,4.2,6.1,1.2,0.4,17.7,15.7,0.4,4.5,0.3,0.4,0.8,2.3,1.8,16.8,0.5,25.8,2.4,5.1,6.6,29.7,1.7,1.0,11.6,0.1,1.7,2014,11.9,0.5,1,7,0.0,,0,0,0.9
Dwyane Wade,32,MIA,32.9,4.5,4.7,1.5,0.5,19.0,14.1,0.5,0.6,0.3,0.6,0.7,3.0,2.0,22.0,0.6,27.9,1.9,5.5,8.5,25.5,2.3,1.4,15.5,0.1,2.3,2014,11.2,0.7,1,2,0.0,,0,0,0.7
Kevin Martin,30,MIN,32.0,3.0,1.8,1.0,0.1,19.1,15.0,0.4,4.4,0.4,0.5,0.9,1.6,1.8,16.3,0.6,25.0,0.8,5.3,5.1,9.2,1.5,0.2,8.3,0.1,-0.6,2014,5.9,0.5,0,10,0.0,,0,0,0.8
Nikola Vucevic,23,ORL,31.8,11.0,1.8,1.1,0.8,14.2,12.2,0.5,0.0,,0.5,0.8,2.0,3.0,18.8,0.5,21.8,1.2,4.4,19.5,10.2,1.7,2.0,12.9,0.1,0.5,2014,14.7,0.3,0,13,0.0,,0,0,0.7
Anderson Varejao,31,CLE,27.7,9.7,2.2,1.1,0.6,8.4,7.1,0.5,0.1,0.0,0.5,0.7,1.1,2.5,17.0,0.5,14.6,2.1,5.4,19.6,12.2,2.0,1.8,12.2,0.1,2.7,2014,13.6,0.4,0,10,0.0,,0,0,0.8
Jonas Valanciunas,21,TOR,28.2,8.8,0.7,0.3,0.9,11.3,8.3,0.5,0.0,0.0,0.5,0.8,1.7,3.1,16.1,0.6,18.5,0.3,6.7,18.2,4.2,0.5,2.5,14.7,0.1,-1.4,2014,10.7,0.6,1,3,0.0,,0,0,1.0
P.J. Tucker,28,PHO,30.7,6.5,1.7,1.4,0.3,9.4,7.6,0.4,2.4,0.4,0.5,0.8,1.3,2.5,13.3,0.5,14.2,2.7,6.1,11.9,8.1,2.2,0.7,12.7,0.1,2.3,2014,9.9,0.6,0,9,0.0,,0,0,1.0
Tristan Thompson,22,CLE,31.6,9.2,0.9,0.5,0.4,11.7,9.3,0.5,0.0,0.0,0.5,0.7,1.3,2.3,14.9,0.5,17.5,0.0,5.7,16.3,4.5,0.8,1.1,10.6,0.1,-2.0,2014,11.0,0.4,0,10,0.0,,0,0,1.0
Klay Thompson,23,GSW,35.4,3.1,2.2,0.9,0.5,18.4,15.5,0.4,6.6,0.4,0.5,0.8,1.7,2.9,14.3,0.6,22.6,1.9,6.7,4.7,10.2,1.3,1.0,9.2,0.1,0.7,2014,6.7,0.6,1,6,0.0,,0,0,1.0
Marvin Williams,27,UTA,25.4,5.1,1.2,0.8,0.5,9.1,8.0,0.4,3.5,0.4,0.5,0.8,0.8,2.3,14.0,0.5,16.7,0.9,2.9,11.5,7.7,1.7,1.5,8.7,0.1,0.2,2014,7.6,0.3,0,15,0.0,,0,0,0.8
Nick Young,28,LAL,28.3,2.6,1.5,0.7,0.2,17.9,13.9,0.4,5.5,0.4,0.5,0.8,1.5,2.4,16.0,0.6,26.8,0.0,2.5,4.9,9.0,1.2,0.5,8.6,0.1,-1.9,2014,5.0,0.3,0,14,0.0,,0,0,0.8
Thaddeus Young,25,PHI,34.4,6.0,2.3,2.1,0.5,17.9,16.2,0.5,3.7,0.3,0.5,0.7,2.1,2.7,16.6,0.5,24.1,1.2,3.5,9.5,11.8,3.0,1.1,10.7,0.1,-0.2,2014,10.9,0.2,0,14,0.0,,0,0,1.0
Steven Adams,21,OKC,25.3,7.5,0.9,0.5,1.2,7.7,5.7,0.5,0.0,0.0,0.5,0.5,1.4,3.2,14.1,0.5,14.3,1.1,4.1,15.8,5.5,1.1,3.8,16.8,0.1,0.4,2015,10.1,0.5,0,8,0.0,,0,0,0.9
Tony Allen,33,MEM,26.2,4.4,1.4,2.0,0.5,8.6,7.2,0.5,0.5,0.3,0.5,0.6,1.4,2.6,14.6,0.5,16.6,2.2,4.1,9.7,8.1,4.1,1.5,14.4,0.1,3.3,2015,8.3,0.7,1,5,0.0,,0,0,0.8
Ryan Anderson,26,NOP,27.5,4.8,0.9,0.5,0.3,13.7,12.0,0.4,5.9,0.3,0.5,0.9,1.0,1.9,15.6,0.5,23.4,0.4,3.5,10.0,5.4,1.0,0.9,7.2,0.1,-1.1,2015,6.5,0.5,1,9,0.0,,0,0,0.7
Giannis Antetokounmpo,20,MIL,31.4,6.7,2.6,0.9,1.0,12.7,9.6,0.5,0.5,0.2,0.5,0.7,2.1,3.1,14.8,0.6,19.6,1.6,6.2,12.2,13.1,1.5,2.8,15.6,0.1,0.5,2015,11.2,0.5,1,6,0.0,,0,0,1.0
Carmelo Anthony,30,NYK,35.7,6.6,3.1,1.0,0.4,24.2,20.2,0.4,4.5,0.3,0.5,0.8,2.2,2.2,21.5,0.5,32.2,1.2,2.9,10.7,18.0,1.5,1.0,8.9,0.1,1.4,2015,11.1,0.2,0,15,0.0,,0,0,0.5
Trevor Ariza,29,HOU,35.7,5.6,2.5,1.9,0.2,12.8,11.1,0.4,6.8,0.3,0.5,0.9,1.7,2.3,12.7,0.5,16.5,2.9,6.6,8.6,11.1,2.6,0.5,12.7,0.1,1.9,2015,10.2,0.7,1,3,0.0,,0,0,1.0
Omer Asik,28,NOP,26.1,9.8,0.9,0.4,0.7,7.3,5.4,0.5,0.0,,0.5,0.6,1.3,1.9,15.5,0.5,14.0,0.6,5.0,21.4,5.4,0.8,2.1,15.7,0.1,-0.7,2015,11.8,0.5,1,9,0.0,,0,0,0.9
Andrea Bargnani,29,NYK,27.1,4.4,1.6,0.1,0.9,14.8,12.4,0.5,1.4,0.4,0.5,0.8,1.4,1.8,16.6,0.5,26.4,-0.3,0.9,9.3,11.3,0.1,2.9,9.3,0.1,-3.7,2015,7.0,0.2,0,15,0.0,,0,0,0.4
Harrison Barnes,22,GSW,28.3,5.5,1.4,0.7,0.2,10.1,8.0,0.5,2.6,0.4,0.5,0.7,0.9,1.8,13.4,0.6,14.9,1.8,6.7,10.5,6.9,1.3,0.6,9.0,0.1,1.1,2015,7.8,0.8,1,1,0.0,,0,0,1.0
Matt Barnes,34,LAC,29.9,4.0,1.5,0.9,0.7,10.1,8.2,0.4,4.9,0.4,0.6,0.8,1.1,3.2,11.3,0.6,14.9,2.1,4.3,7.5,7.2,1.5,1.8,11.6,0.1,1.6,2015,7.1,0.7,1,2,0.0,,0,0,0.9
Nicolas Batum,26,POR,33.5,5.9,4.8,1.1,0.6,9.4,8.5,0.4,4.4,0.3,0.5,0.9,1.9,1.5,13.1,0.5,14.6,3.1,5.2,9.4,20.5,1.7,1.2,17.0,0.1,3.1,2015,12.4,0.6,1,6,0.0,,0,0,0.9
Bradley Beal,21,WAS,33.4,3.8,3.1,1.2,0.3,15.3,13.5,0.4,4.1,0.4,0.5,0.8,2.0,2.2,14.0,0.5,22.5,1.3,3.7,6.4,15.0,1.8,0.7,11.7,0.1,0.5,2015,8.4,0.6,1,5,0.0,,0,0,0.8
Patrick Beverley,26,HOU,30.8,4.2,3.4,1.1,0.4,10.1,9.5,0.4,5.8,0.4,0.5,0.8,1.5,3.3,11.3,0.5,16.1,1.2,3.5,7.6,17.2,1.7,1.0,12.9,0.1,0.8,2015,9.1,0.7,1,3,0.0,,0,0,0.7
Eric Bledsoe,25,PHO,34.6,5.2,6.1,1.6,0.6,17.0,12.9,0.4,3.4,0.3,0.5,0.8,3.4,2.3,18.4,0.6,23.7,3.3,7.0,8.3,27.9,2.3,1.2,18.1,0.1,2.6,2015,13.5,0.5,0,10,0.0,,0,0,1.0
Isaiah Thomas,24,SAC,34.7,2.9,6.3,1.3,0.1,20.3,15.2,0.5,5.1,0.3,0.5,0.8,3.0,2.6,20.5,0.6,26.3,3.1,7.7,4.7,32.2,1.9,0.3,14.3,0.1,2.9,2014,10.6,0.3,0,13,0.0,,0,0,0.9
Jeff Teague,25,ATL,32.2,2.6,6.7,1.1,0.2,16.5,13.2,0.4,2.8,0.3,0.5,0.8,2.9,2.0,17.1,0.5,25.7,0.6,5.2,4.7,35.1,1.8,0.5,16.1,0.1,-1.1,2014,10.6,0.5,1,8,0.0,,0,0,1.0
Jared Sullinger,21,BOS,27.6,8.1,1.6,0.5,0.7,13.3,12.1,0.4,2.8,0.3,0.5,0.8,1.6,3.4,16.4,0.5,24.1,0.9,3.9,16.7,10.1,0.9,1.8,10.7,0.1,-0.3,2014,10.9,0.3,0,12,0.0,,0,0,0.9
Paul Pierce,36,BRK,28.0,4.6,2.4,1.1,0.4,13.5,9.5,0.5,4.0,0.4,0.5,0.8,2.0,2.5,16.8,0.6,22.4,1.8,5.2,9.9,14.5,2.2,1.2,15.3,0.1,1.5,2014,8.5,0.5,1,5,0.0,,0,0,0.9
Wesley Matthews,27,POR,33.9,3.5,2.4,0.9,0.2,16.4,12.3,0.4,6.2,0.4,0.5,0.8,1.3,2.1,15.7,0.6,19.6,3.1,8.2,5.6,10.9,1.4,0.4,8.8,0.1,2.4,2014,7.0,0.7,1,4,0.0,,0,0,1.0
O.J. Mayo,26,MIL,25.9,2.4,2.2,0.5,0.3,11.7,10.6,0.4,4.4,0.4,0.5,0.9,1.8,2.1,11.2,0.5,23.0,-0.7,0.1,5.3,14.6,1.1,0.8,13.9,0.0,-4.2,2014,5.4,0.2,0,15,0.0,,0,0,0.6
Ben McLemore,20,SAC,26.7,2.9,1.0,0.5,0.2,8.8,8.3,0.4,3.6,0.3,0.4,0.8,1.2,2.5,7.7,0.5,16.9,-0.6,0.8,6.1,5.8,1.0,0.7,11.5,0.0,-3.2,2014,4.6,0.3,0,13,0.0,,0,0,1.0
Josh McRoberts,26,CHA,30.3,4.8,4.3,0.7,0.6,8.5,7.3,0.4,3.7,0.4,0.5,0.7,1.1,2.4,13.8,0.5,13.4,2.9,6.5,8.9,21.9,1.3,1.5,12.1,0.1,2.9,2014,10.4,0.5,1,7,0.0,,0,0,1.0
Jodie Meeks,26,LAL,33.2,2.5,1.8,1.4,0.1,15.7,11.6,0.5,5.2,0.4,0.6,0.9,1.4,1.5,14.7,0.6,19.1,1.8,4.5,4.1,8.5,2.1,0.1,9.9,0.1,0.7,2014,5.8,0.3,0,14,0.0,,0,0,0.9
Khris Middleton,22,MIL,30.0,3.8,2.1,1.0,0.2,12.1,10.4,0.4,3.5,0.4,0.5,0.9,1.5,3.0,12.5,0.5,19.1,0.3,2.7,7.2,11.7,1.8,0.7,11.9,0.1,-1.5,2014,7.1,0.2,0,15,0.0,,0,0,1.0
Paul Millsap,28,ATL,33.5,8.5,3.1,1.7,1.1,17.9,14.1,0.5,2.9,0.4,0.5,0.7,2.5,2.8,19.8,0.5,25.7,3.2,6.7,14.6,16.2,2.6,2.5,13.2,0.1,3.1,2014,14.4,0.5,1,8,0.0,,0,0,0.9
Greg Monroe,23,DET,32.8,9.3,2.1,1.1,0.6,15.2,12.4,0.5,0.0,0.0,0.5,0.7,2.0,2.5,18.1,0.5,21.4,1.6,5.9,15.4,10.3,1.7,1.4,12.4,0.1,0.3,2014,13.1,0.4,0,11,0.0,,0,0,1.0
Markieff Morris,24,PHO,26.6,6.0,1.8,0.8,0.6,13.8,10.4,0.5,1.3,0.3,0.5,0.8,1.8,2.9,18.4,0.6,23.2,1.6,6.4,12.6,10.9,1.6,1.8,12.9,0.1,1.0,2014,9.2,0.6,0,9,0.0,,0,0,1.0
Jameer Nelson,31,ORL,32.0,3.4,7.0,0.8,0.1,12.1,11.0,0.4,5.8,0.3,0.5,0.9,2.4,2.1,13.9,0.5,20.1,0.5,2.8,6.0,35.1,1.2,0.2,17.3,0.1,-1.1,2014,11.3,0.3,0,13,0.0,,0,0,0.8
Victor Oladipo,21,ORL,31.1,4.1,4.1,1.6,0.5,13.8,11.7,0.4,2.8,0.3,0.5,0.8,3.2,2.6,13.6,0.5,24.4,0.8,1.3,7.5,21.9,2.7,1.2,19.2,0.0,-0.8,2014,10.3,0.3,0,13,0.0,,0,0,1.0
Zaza Pachulia,29,MIL,25.0,6.3,2.6,0.8,0.3,7.7,6.6,0.4,0.0,0.0,0.4,0.8,1.7,2.3,14.0,0.5,17.0,0.4,1.7,14.4,16.3,1.8,0.9,18.5,0.1,-0.7,2014,10.0,0.2,0,15,0.0,,0,0,0.6
Chandler Parsons,25,HOU,37.6,5.5,4.0,1.2,0.4,16.6,13.3,0.5,4.7,0.4,0.5,0.7,1.9,2.3,15.9,0.6,19.3,3.2,7.6,8.2,17.3,1.6,0.8,11.7,0.1,2.6,2014,11.1,0.7,1,5,0.0,,0,0,0.9
Nikola Pekovic,28,MIN,30.8,8.7,0.9,0.6,0.4,17.5,13.0,0.5,0.0,,0.5,0.7,1.6,2.4,20.7,0.6,22.9,0.9,5.9,15.3,5.2,0.9,1.1,9.4,0.2,0.2,2014,10.6,0.5,0,10,0.0,,0,0,0.7
Tayshaun Prince,33,MEM,25.6,3.1,1.6,0.5,0.3,6.0,6.5,0.4,0.9,0.3,0.4,0.6,0.5,0.8,8.2,0.4,13.3,-0.3,1.5,7.1,8.9,1.1,0.8,7.3,0.0,-2.6,2014,5.5,0.6,1,7,0.0,,0,0,0.9
Rodney Stuckey,27,DET,26.7,2.3,2.1,0.7,0.1,13.9,11.7,0.4,1.2,0.3,0.5,0.8,1.7,1.8,14.0,0.5,24.3,-1.0,2.2,4.7,12.7,1.4,0.4,11.3,0.1,-4.1,2014,5.2,0.4,0,11,0.0,,0,0,0.9
Zach Randolph,32,MEM,34.2,10.1,2.5,0.7,0.3,17.4,15.2,0.5,0.3,0.1,0.5,0.7,2.3,2.7,18.3,0.5,26.1,1.7,6.4,17.4,12.7,1.1,0.7,12.0,0.1,0.4,2014,13.6,0.6,1,7,0.0,,0,0,1.0
J.J. Redick,29,LAC,28.2,2.1,2.2,0.8,0.1,15.2,11.4,0.5,5.3,0.4,0.5,0.9,1.2,1.9,16.6,0.6,21.8,0.7,3.0,4.2,12.6,1.4,0.2,8.6,0.1,0.8,2014,5.2,0.7,1,3,0.0,,0,0,0.4
Rajon Rondo,27,BOS,33.3,5.5,9.8,1.3,0.1,11.7,11.7,0.4,3.0,0.3,0.4,0.6,3.3,2.2,15.3,0.5,21.3,0.5,1.1,9.3,47.7,2.1,0.2,20.7,0.1,0.0,2014,16.7,0.3,0,12,0.0,,0,0,0.4
Derrick Rose,25,CHI,31.1,3.2,4.3,0.5,0.1,15.9,16.4,0.4,4.7,0.3,0.4,0.8,3.4,1.5,9.7,0.4,31.5,-0.2,-0.2,5.9,26.2,0.9,0.2,16.0,-0.0,-5.1,2014,8.1,0.6,1,4,0.0,,0,0,0.1
Terrence Ross,22,TOR,26.7,3.1,1.0,0.8,0.3,10.9,9.3,0.4,5.0,0.4,0.5,0.8,1.1,2.3,12.0,0.6,18.6,1.0,4.2,6.8,6.1,1.5,1.0,10.0,0.1,-0.1,2014,5.2,0.6,1,3,0.0,,0,0,1.0
Ricky Rubio,23,MIN,32.2,4.2,8.6,2.3,0.1,9.5,8.2,0.4,1.6,0.3,0.4,0.8,2.7,2.7,15.4,0.5,16.4,2.3,5.9,7.1,37.8,3.6,0.3,21.8,0.1,1.5,2014,15.2,0.5,0,10,0.0,,0,0,1.0
Larry Sanders,25,MIL,25.4,7.2,0.8,0.8,1.7,7.7,7.0,0.5,0.0,0.0,0.5,0.5,1.1,3.2,14.0,0.5,16.4,0.0,0.7,16.2,5.3,1.6,5.6,12.3,0.1,-1.8,2014,10.5,0.2,0,15,0.0,,0,0,0.3
